,text,BIO_anno
5251,除了帮你激活，可能会要求你做现金分期，基本没有其他问题。,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O
5252,选百货，餐饮消费，不选别人,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O
5253,搬了那么多砖才拿到这么小的金额？太抠门了,O O O O B-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O O
5254,反正办中信了等等华为不就行了,O O O B-BANK I-BANK O O O O O O O O O
5255,电话比较难打，打多几次，我打了二十来次才接通的,B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O
5256,咨询一下大佬，是选择百货好还是选择餐饮好,O O O O O O O O O O O O O O O O O O O O
5257,提前还，手续费也已经帮你算好了,O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O
5258,不是。3p白金卡没有金卡等级的对应3p卡，现在系统默认的就是东航金卡是3p白金卡的降级卡种。,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
5259,千万不要点网贷，这东西会害了你。,O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_ADJ O O O
5260,谢谢老哥！要去实体店刷卡买票么？要不要告诉营业员，我用这个优惠？,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
5261,我刚刚也打电话申请了，客服说满足提额条件，帮提交申请，现在等通知,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O
5262,台州银行要担保人！,B-BANK I-BANK I-BANK I-BANK O O O O O
5263,什么是楼主教育？有工作吗？,O O O O O O O O O O O O O
5264,无限分期，准提，我的就是一万起步，无限分期，用用还还，第一次提36800第二次直接61800，不敢用了越欠越多，还越提，气死...,O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
5265,0.6，好低的额度啊，怕是没毕业吧,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O
5266,明白了，全额还了后刷出来没利息就太好了，刷卡手续费肯定比账单利息便宜啊，太值了,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O
5267,年化超过8%的都不鸟它,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O
5268,过的话，搞个图片来，回头我也那样搞，我公司培训的时候就说不接受信用卡的电话,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O
5269,够呛能提，少提点也可以啊,O O O O O B-COMMENTS_ADJ O O O O O O
5270,过几天又出来的放心,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
5271,广发有黑名单商户,B-BANK I-BANK O O O O O O
5272,15100降到4500-说人行征信有逾期，可是最近一次逾期都一年半了，居然现在还有连锁反应,O O O O O B-COMMENTS_ADJ O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O
5273,四千确实没什么用，销了也好！注销了没啥可操心的了,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O
5274,需要就用，银行的比小贷便宜,O O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ
5275,我也买了点，你买多久了,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
5276,拒了？你还缺一个四大或者上行,B-COMMENTS_ADJ O O O O O O O O O O O O O
5277,刚从营业厅回来补了一份身份证，希望可以顺利把卡办下来,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O
5278,我的没有秒批没有秒拒还在审核怎么回事啊？昨晚十二点多申请的,O O O O O O O O O B-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O
5279,15号批的，19号收到，周末附近能激活的网点没营业，今天才去激活，不需要一定去指定网点，但是不是每一个邮政网点都可以激活，具体可以激活的网点可以去手机银行查看，激活...,O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O
5280,老兄其他行额度也是有点低啊，得找找原因了,O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O
5281,老哥你之前不是说去三水不用任何东西吗？,O O O O O O O O O O O O O O O O O O O
5282,资质可以就没问题，放心去吧,B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O
5283,铁公鸡这波操作，主要就是敲山震虎！,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O
5284,存了40万都没有，那我们这点小钱，更是没机会了，您40万是买的定期存款还是活期理财？,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT O
5285,估计我在APP激活时输错几次安全码或有效期了，所以语音输完都提示重新输资料，打人工帮激活了,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
5286,固定还得3+1呢,O O O O O O O O
5287,我申请砖石年费5000卡取消，未激活。,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O
5288,比网上申请有用吗？,O O O O O O O O O
5289,要什么商户有时间表pos1871,O O O O O O O O O O O O O O O O
5290,可以，一年一次，都是5的倍数，提的还是很快的,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
5291,你成交业务员提成3个百分点，你说他开心不,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
5292,看你聊天好累...需要钱就直接去网点，多问问题。,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O
5293,我停车场二维码不准交5块钱，因为物业是房地产公司,O O O O O O O O O O O O O O O O O O O O O O O O
5294,等短信吧，额度应该不会低,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ
5295,外包多久？,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
5296,不应该啊，客服说三个月还是半年开着，就会再申，,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O
5297,2个月不到，暴力催收我是没碰到，前后两批人，都蛮客气,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
5298,拒上次有多久了,B-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
5299,每次提额都是15。。。悲剧,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
5300,你好！请问光大银行期末复习好点吗？建行大山白浩在申请吗,O O O O O B-BANK I-BANK I-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O
5301,我就不明白了，我已经注销了交行,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-BANK I-BANK
5302,我3号就通过了，今天25，更加想骂人。。。,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
5303,我一直扫码昨天也收到了现在不敢了打算真实消费两个月,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O O O
5304,两次包括贷后吗？,O O O O B-COMMENTS_N I-COMMENTS_N O O
5305,大佬你的汇丰有打电话吗,O O O O B-BANK I-BANK O O O O O
5306,先申请一张鼎致白，再销了这张金卡后，申请一张车主白。,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O
5307,像我这种一年花不到五千佛的人，爱摔，额度多少都行,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O
5308,他提前辞职了，是个稳妥的员工。,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O
5309,逾期能下才叫有水,B-COMMENTS_N I-COMMENTS_N O O O O O O
5310,我昨天早上八点多到现在没动静,O O O O O O O B-COMMENTS_ADJ O O O O O O
5311,其实也够资格了，就是银行卡严,O O O O O O O O O O O O O B-COMMENTS_ADJ
5312,平安普惠你都敢借，胆子够肥,B-BANK I-BANK I-BANK I-BANK O O O O O O O O O
5313,这样阿，那这种情况是基本上稳了？还是再审批…,O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O
5314,本地还是异地？搞的我心慌啊,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
5315,准备注销生活卡,O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT I-PRODUCT
5316,我激活的时候没带那么多积分兑换，刷不出来,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O
5317,看那家银行的信用卡,O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT
5318,我是用了临时提了固定，额度还可以,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O
5319,虚拟卡激活了还要激活实体卡？,B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT I-PRODUCT O
5320,那你这应该网申也没问题啊，基本小额贷结清三个月后银行就不怎么在乎,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O
5321,你的为啥是申请进件中。我的卡都到了，额度还可以哦,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O
5322,失败就不要分，已经分了就打客服，如不返还银保监会投诉,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O
5323,为什么我是800？是的。手续费有点高啊,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O
5324,伪白金卡,O B-PRODUCT I-PRODUCT I-PRODUCT
5325,级别不一样，额度自然不一样,O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ
5326,正常三个月一临时，六个月一固定,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O
5327,菜卡，去特么的，无语平安,B-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-BANK I-BANK
5328,太少了，那两张卡是5w起步的,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-PRODUCT O O O O O O
5329,这个是你额度内的分期吧,O O O O B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT O
5330,额度又点大，主动协商，申请分期呗！这么大额度你不主动处理不好，从法律意义上讲：超过5万，都比较麻烦~,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
5331,3k菜卡，兴业的,O O B-PRODUCT I-PRODUCT O B-BANK I-BANK O
5332,直接批准注销了，我有资质的银行不喜欢,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ
5333,几行了兄弟，看起来还很厉害啊,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
5334,你北京有网点吗，浦发的网点,O O O O O O O O B-BANK I-BANK O O O
5335,恭喜贺喜。努力提高单卡额度,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N
5336,网点可以制卡？,O O O O B-COMMENTS_N I-COMMENTS_N O
5337,上海银行的不新建账户,B-BANK I-BANK I-BANK I-BANK O O O O B-COMMENTS_N I-COMMENTS_N
5338,呵呵，换个网点，邮储有自营和代理两种网点,O O O O O O O O B-BANK I-BANK O O O O O O O O O O
5339,最好还是打电话问下客服。,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O
5340,完了，这货会连降，这只是刚开始,O O O O O O O B-COMMENTS_ADJ O O O O O O O
5341,我准备消失卡，还有一点惊喜。明白了，谢谢。,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
5342,千万不要网申,O O O O B-PRODUCT I-PRODUCT
5343,留着吧！一个月能赚五六十块钱,O O O O O O O O O O O O O O
5344,比我高??没人打电话??直接下了,O O O O O O O O O O O O O O O O
5345,我没逾期早就支付了，现在逾期两个月，最低都还不上,O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O
5346,不是比例，是总额。,O O O O O O B-COMMENTS_N I-COMMENTS_N O
5347,查询次数有多少？,B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
5348,截图页面在哪没看到呢,O O O O O O O O O O
5349,这是推荐还是每个人都有？推荐礼？,O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O
5350,大神，你这么多卡如何管理，佩服哦,O O O O O O O B-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O
5351,我也是秒批，结果菜卡，想注销了,O O O O O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O
5352,最近又多了一点询问。,O O O B-COMMENTS_ADJ O O O O O O
5353,支付宝买基金怎么买,B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT O O O
5354,我必须打印信用报告吗？！,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O
5355,穷限制了想象力，什么理财啊，基金啊离我很遥远,O O O O O O O O O O B-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT O O O O O O
5356,我也是一直被拒，不懂原因，而且都是秒拒,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
5357,1000尚未准备好激活。,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O
5358,龟哥把钱给这些金融机构，然后它们拿着钱去投资，赚了钱再连带收益，一起还给龟哥。,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O
5359,打客服问问有没有分期提额资格,O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O
5360,这提额幅度接近200%了？一般哪有这么多,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O B-COMMENTS_ADJ
5361,老哥，这种咋整，就是终身额度了嘛,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O
5362,应该没有，刚逾期时我就提出个性化分期，然后就让提供各种资料。,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O
5363,我贴了一个帖子为了私利,O O O O O O O O O O O
5364,不止你一个人，大家都失败,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
5365,无所谓随兴分已经交过手续费了??随便刷不会风控的,O O O O O O O O O O O O O O O O O O O O O O O O
5366,就冲华子你就过了,O O O O O O O O
5367,可能额度得五万起步，才能申请成功鼎雅。！？我金卡五万，一月份申请鼎雅，成功申批，额度共享,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O
5368,机器能刷那么多吗,O O O O O O B-COMMENTS_ADJ O
5369,拿到7级需要5亿。太高了，搞不起,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O
5370,已消:浙商银行中国银行建设交通,O O O B-BANK I-BANK I-BANK I-BANK B-BANK I-BANK I-BANK I-BANK B-BANK I-BANK B-BANK I-BANK
5371,人员系统维护都要钱，银行又不是公安局怎么可能一直免费服务，老哥是心里不平衡国家银行怎么能收费，投诉什么，顶多被口头警告告诉邮政以后要提前告知客户...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-BANK I-BANK O O O O O O O O O O O O
5372,打电话投诉，说他们催收的态度恶劣，要求银行跟你协商处理。,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O
5373,像我这样，直接秒拒是不是更痛快点,O O O O O O O O B-COMMENTS_ADJ O O O O O O O
5374,卡费要补进去吗,B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ O O O
5375,外催的吧，态度恶劣,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
5376,我现在下载看看,O O O O O O O
5377,线下大部分商户应该没有积分,O O O O O O O O O O O B-PRODUCT I-PRODUCT
5378,降了几多？,B-COMMENTS_ADJ O O O O
5379,和楼主探讨了一下那个规则的弊端。没站楼层，也没必要站啊,O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O
5380,有征信电话吗，公司或者个人,O B-PRODUCT I-PRODUCT O O O O O O O O O O
5381,注销后恢复了我原有额度。,B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O
5382,改了邮储员工？？？,O O B-BANK I-BANK O O O O O
5383,能加，信报上给你叠加。。。,O O O O O O O O O O O O O
5384,有道理??已满上，信用卡额度都提慢,O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O
5385,我的0.38笑纳了;工行银行的,O O O O O O O O O O B-BANK I-BANK O O O
5386,是的，还清5年后，不过他已有房贷了。,O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O
5387,你卡前面有没有个好字？好车主卡和车主卡不一样，好车主金卡上限1200，好车主白金卡1800，至于车主卡就不知道了,O O O O O O O O B-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O
5388,给了礼物没，我昨天去滨湖二选一，浦发的活动还不错,O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
5389,那得试试，效果好不好,O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ
5390,人工天天问，没有我的信息。那我们是黑户么,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
5391,法人问题不大吧。之前做卡员法人pad进件都能批的,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O
5392,不秒拒机会很大，我跟我哥都是昨天申请的，我申请的苏宁易购，他申请的英雄联盟刚才都通过了,O O B-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
5393,不一定低的，金卡好像是1-5w，我普卡都下了,O O O B-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT O O O O O O O O O B-PRODUCT I-PRODUCT O O O
5394,我批了，中午接了回访电话，刚刚收到短信,O O O O O O O O O O O O O O O O O O O
5395,我跟你相反，认证完公积金，去查进度，拒绝！估计我点了提交就拒了！他喵的，还浪费表情让我认证公积金！,O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O
5396,1月20号审核到现在。。。。。。。。,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O
